code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
2648.0,AU MOULIN,,CHAUSSEE DE BELLE-VUE,41 BOITE 1,7322.0,BERNISSART,BEL,065/45.01.91,,,,BE0792.132.979,NEE,NEE,Boekhouding,,,resto.aumoulin@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Wekelijks,0.0,2024-06-28,MONS,,,1.0,HTT
2654.0,CUISINE PARTY LIVE,,ZEEDIJK,403 BUS 41,8301.0,KNOKKE-HEIST,BEL,,,,0473/57.92.99,BE0653.547.594,NEE,JA,Boekhouding,,,oliverflor@live.be,,,06 POISSONERIE,2024-07-17,Klanten HTT,2500.0,2024-07-03,MONS,,,1.0,HTT
2655.0,RTDK SRL,LA PEAU DE VACHE,RUE EMILE ALBOT,2,7900.0,LEUZE-EN-HAINAUT,BEL,0470/92.58.00,,,,BE1010.544.317,NEE,NEE,boekhouding,,,restaurantpeaudevache@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-07,Klanten HTT,500.0,2024-07-03,MONS,,,1.0,HTT
2656.0,DEIDDA RENZO,,AVENUE LOUIS GOBLET,7,7331.0,BAUDOUR,BEL,065/64.16.66,,,0498/56.60.99,BE0624.753.244,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2024-07-03,MONS,,,1.0,HTT
2657.0,EOLE EVENT EXPERIENCE,,GRAND'ROUTE,58,7040.0,QUEVY,BEL,,,,0033/74.89.51.1,BE1007.117.643,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,invoices@chantdeole.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-07-03,MONS,,,1.0,HTT
2662.0,DA ME,,RUE LION JACQUES,25C,6040.0,CHARLEROI,BEL,071/37.18.30,,,0495/36.16.50,BE0782.736.451,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,azito@live.be,,,09 HORECA,,Klanten HTT,2500.0,2024-07-08,MONS,,,1.0,HTT
2663.0,SUSHI HOUSE MONS,,GRAND-PLACE,26,7000.0,MONS,BEL,,,,0483/38.53.32,BE0766.814.494,NEE,NEE,Boekhouding,,,info@sushihousemons.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2025-01-27,Klanten HTT,2500.0,2024-07-09,MONS,,,1.0,HTT
2665.0,HAPPY WOK MANAGE,,AVENUE EMILE HERMAN,308,7170.0,MANAGE,BEL,0485/86.81.71,,,,BE0547.969.727,NEE,JA,boekhouding,,,flola89@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2024-07-10,Klanten HTT,1000.0,2024-07-10,MONS,,,1.0,HTT
2666.0,LE JARDIN ORIENTAL,,CHAUSSEE DU ROEULX,143,7000.0,MONS,BEL,,,,,BE0444.850.512,JA,NEE,BOEKHOUDING,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,2500.0,2024-07-10,MONS,,,1.0,HTT
2668.0,LA FLEUR DE MER,,LA RUE DU CHANOINE SCARMURE,24A,7060.0,SOIGNIES,BEL,067/33.96.03,,,0485/12.09.20,BE0790.883.956,NEE,JA,boekhouding,,,lafleurdemer.soignies@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2026-01-07,Extra controle,2500.0,2024-07-15,MONS,,,1.0,HTT
2669.0,LA GRIM'RHODIENNE,,RUE GRANDE,28,7070.0,ROEULX,BEL,,,,0488/28.66.86,BE0801.690.449,NEE,NEE,boekhouding,,,virginie.bernie@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-07-17,MONS,,,1.0,HTT
2677.0,LA MAISON DES CHEMINOTS ET P.T.T.,,PLACE VAUBAN,23,6000.0,CHARLEROI,BEL,,,,0497/10.90.27,BE0401.523.679,NEE,NEE,boekhouding,,,giovani-nitri@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-08-01,MONS,,,1.0,HTT
2680.0,MATTEI SRL,NOU RESTAURANT,RUE SAINT MARTIN,35,7500.0,TOURNAI,BEL,,,,0470/01.05.65,BE0752.981.504,NEE,JA,boekhouding,,,hello@nou-restaurant.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-01-07,Klanten HTT,2500.0,2024-08-07,MONS,,,1.0,HTT
2684.0,CAMPAGNOLI,,CHAUSSEE DE BEAUMONT,185,7030.0,MONS,BEL,,,,065/84.34.14,BE0634.560.340,NEE,JA,boekhouding,,,benjamin.lion@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-08-21,MONS,,,1.0,HTT
2685.0,HARVENGT MARC,,RUE BOIS DES RAVES,82,7110.0,HOUDENG GOEGNIES,BEL,,,,0471/54.05.53,BE0651.831.585,NEE,NEE,boekhouding,,,saveurs.show@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-07-02,Klanten HTT,500.0,2024-08-22,MONS,,,1.0,HTT
2690.0,LA QUILLE BRASSERIE,,RUE DE MARCINELLE,33,6000.0,CHARLEROI,BEL,,,,0492/07.25.23,BE1009.457.026,NEE,JA,boekhouding,,,blackblueevents2023@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-11-26,Klanten HTT,500.0,2024-08-29,MONS,,,1.0,HTT
2694.0,LEROY & LEMPEREUR,,RUE DE MONS 60,95,7970.0,BELOEIL,BEL,,,,0475/66.46.98,BE1012.326.543,NEE,NEE,Boekhouding,,,sncleroylempereur@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2024-09-06,MONS,,,1.0,HTT
2697.0,VINS LA BARRIQUE - IMPORT,TABLE DES VIGNERONS RESTAURANT,RUE DES ECOLES,5,6120.0,HAM-SUR-HEURE-NALINNES,BEL,071/21.80.25,,,0476/91.94.00,BE0462.946.752,NEE,NEE,Boekhouding,,,arnauddutranoit@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,2500.0,2024-09-11,MONS,,,1.0,HTT
2703.0,LE PADEL ATHOIS SRL,,RUE ANDRE DELZENNE,4,7800.0,ATH,BEL,068/26.47.72,,,0477/04.46.83,BE0788.852.302,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@athoislepadel.be,,,09 HORECA,,Klanten HTT,500.0,2024-09-18,MONS,,,1.0,HTT
2706.0,CARMENIMMO,,RUE GUY DE BRES,77,7000.0,MONS,BEL,,,,0479/29.40.09,BE0544.875.625,NEE,JA,boekhouding,,,camillesaavedra@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-09-20,MONS,,,1.0,HTT
2711.0,GUSTORAZIO,,RUE DU GENERAL LEMAN,57,7012.0,JEMAPPES,BEL,,,,0943/08.26.46,BE0847.296.285,NEE,JA,boekhouding,,,russoorazio@hotmail.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-09-25,MONS,,,1.0,HTT
2713.0,CENTRE D'EXCELLENCE DES METIERS DE L'HOTELLERIE,,RUE GRANDE,86,7330.0,SAINT-GHISLAIN,BEL,065/71.42.23,,,,BE0207.656.610,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-09-25,MONS,,,1.0,HTT
2716.0,L'ASSIETTE GOURMANDE,,RUE LALIVARDE,7B,7863.0,GHOY,BEL,,,,0498/27.41.51,BE0884.176.774,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2024-10-01,MONS,,,1.0,HTT
2719.0,SENDROLIPSOIRE SRL,,RUE EMILE TUMELAIRE,90,6000.0,CHARLEROI,BEL,,,,0474/50.90.57,BE0659.821.120,NEE,JA,Boekhouding,,,lipsin.frederic@yahoo.fr,,,09 HORECA,,Klanten HTT,2500.0,2024-10-04,MONS,,,1.0,HTT
2721.0,LA COTE D'OR SA,,RUE DE LA GENDARMERIE,1,5600.0,PHILIPPEVILLE,BEL,,,,0475/57.92.22,BE0429.547.474,NEE,NEE,boekhouding,,,info@lacotedor.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-12-30,Klanten HTT,500.0,2024-10-09,MONS,,,1.0,HTT
2722.0,BAGUETTE ET FOURCHETTE SRL,,CHAUSSEE DE CHARLEROI,87,5030.0,GEMBLOUX,BEL,,,,0485/96.15.65,BE0839.084.543,NEE,NEE,boekhouding,,,info@baguettesetfourchette.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-10-21,Klanten HTT,500.0,2024-10-09,MONS,,,1.0,HTT
2723.0,CEPA SRL,,PLACE DE SAINT-SYMPHORIEN,4,7030.0,SAINT-SYMPHORIEN,BEL,,,,0477/40.54.88,BE1010.591.827,NEE,JA,boekhouding,,,pascallavenne93@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2024-10-09,MONS,,,1.0,HTT
2725.0,RELAIS DE LA HAUTE SAMBRE,,RUE FONTAINE PEPIN,12,6540.0,LOBBES,BEL,071/59.79.70,,,0468/08.75.88,BE0415.846.819,NEE,NEE,boekhouding,,,direction@rhs.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,restaurant@rhs.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-10-10,MONS,,,1.0,HTT
2728.0,MKS LA SUGGESTION SPRL,,RUE DU STAMPIA,99,1390.0,GREZ DOICEAU,BEL,010/80.53.11,,,0495/11.30.60,BE0843.070.748,NEE,NEE,boekhouding,,,lasuggestion@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-10-11,MONS,,,1.0,HTT
2733.0,WHEN PIG'S FLY,,RUE DES DEPORTES,94,7050.0,MASNUY-SAINT-JEAN,BEL,,,,0489/29.32.25,BE0672.761.118,NEE,NEE,boekhouding,,,wpf.resto@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-10-17,Klanten HTT,500.0,2024-10-17,MONS,,,1.0,HTT
2734.0,ROYALE ENTENTE MONS NORD,,RUE DU CAMP,100,7034.0,MONS,BEL,,,,,BE0425.572.058,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-10-17,MONS,,,1.0,HTT
2741.0,LUMA SRL NALINNES,,RUE DES ECOLES,20,6120.0,NALINNES,BEL,071/52.16.21,,,0471/20.10.84,BE1014.398.779,NEE,JA,boekhouding,,,luma-srl@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-10-31,MONS,,,1.0,HTT
2747.0,DUTRANOIT ARNAUD,,RUE PASTUR,38,6142.0,FONTAINE-L'EVEQUE,BEL,,,,0476/91.94.00,BE0831.464.994,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-11-18,MONS,,,1.0,HTT
2756.0,PUZZLES COMPANY SRL,KICK OFF BAR MONS,RUE DU HAUBOIS,1,7000.0,MONS,BEL,,,,0478/97.64.18,BE1008.806.928,NEE,NEE,boekhouding,,,kickoffmons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-12-06,Klanten HTT,500.0,2024-12-06,MONS,,,1.0,HTT
2758.0,BALI SRL,,GRAND PLACE,18,7000.0,MONS,BEL,,,,0495/24.71.34,BE0478.151.404,NEE,JA,boekhouding,,,lecentral@outlook.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-12-18,MONS,,,1.0,HTT
2759.0,L'ECHOPPE TRAITEUR,,RUE D'OURSEL,14C,7608.0,WIERS,BEL,,,,0493/93.92.07,BE0780.477.935,NEE,NEE,boekhouding,,,info@lechoppe.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-12-19,MONS,,,1.0,HTT
2761.0,DELPINOIS SA (DELHAIZE),,RUE SAINT FIACRE,2,7134.0,EPINOIS,BEL,064/37.09.25,,,,BE1005.556.834,NEE,NEE,boekhouding,,,delhaize.epinois@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2026-01-08,Klanten HTT,5000.0,2024-12-19,MONS,,,1.0,HTT
2763.0,DUFRANE PARTNERS SRL,DELHAIZE HORNU,RUE DE MONS,280,7301.0,BOUSSU,BEL,,,,0497/70.25.47,BE1003.403.632,NEE,NEE,boekhouding,,,cedric-du@live.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2024-12-26,Klanten HTT,5000.0,2024-12-26,MONS,,,1.0,HTT
2769.0,CHERMANNE STEPHANE,,RUE DE LIMAGE,33,6150.0,ANDERLUES,BEL,,,,0497/46.11.81,BE0798.188.848,NEE,NEE,boekhouding,,,stephane.chermanne@hotmail.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-01-10,MONS,,,1.0,HTT
2773.0,AU RELAIS DE BURY,,GRAND'ROUTE,5,7602.0,PERUWELZ,BEL,,,,0477/95.14.99,BE0460.146.422,NEE,NEE,boekhouding,,,Aurelaisdebury@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-01-23,MONS,,,1.0,HTT
2774.0,COTE MER SRL,,CHEMIN DES ARCHIVES,13,5100.0,WEPION,BEL,,,,0495/90.14.78,BE1010.639.733,NEE,NEE,boekhouding,,,philippebolle@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-02-03,Klanten HTT,500.0,2025-01-24,MONS,,,1.0,HTT
2776.0,PLAISIR DIT VIN SRL,,GRAND PLACE,9,7900.0,LEUZE,BEL,,,,0497/15.18.64,BE0778.934.546,NEE,NEE,boekhouding,,,juliennameche@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-01-27,MONS,,,1.0,HTT
2778.0,MAGARIKO SRL,,RUE DU BASSON,100,6001.0,MARCINELLE,BEL,,,,0498/32.94.75,BE1015.729.857,NEE,NEE,boekhouding,,,magari@outlook.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-02-03,Klanten HTT,500.0,2025-01-29,MONS,,,1.0,HTT
2780.0,FNPP SRL,LE PIANO,AVENUE DE LA PETITE SUISSE,16,6011.0,MARCINELLE,BEL,,,,0493/91.01.45,BE0777.513.792,NEE,NEE,boekhouding,,,factures.fnpp@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-06,Klanten HTT,500.0,2025-01-30,MONS,,,1.0,HTT
2782.0,ITALIAN STYLE SRL,,ROUTE D'ATH,331,7050.0,JURBISE,BEL,,,,0495/84.74.00,BE0845.284.526,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-02-06,MONS,,,1.0,HTT
2783.0,BOLC SRL,,RUE DES MONTHYS,59/2,5651.0,THY LE CHATEAU,BEL,,,,0494/42.44.77,BE0561.973.062,NEE,NEE,boekhouding,,,La.pireaux@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-02-13,Klanten HTT,500.0,2025-02-06,MONS,,,1.0,HTT
2784.0,NAUTIFOOD SRL,INTERMARCHE GHISLENGHIEN,CHAUSSEE DE BRUXELLES,458,7822.0,GHISLENGHIEN,BEL,,,,0477/45.06.53,BE0675.749.015,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,Nautifood@outlook.com,,,06 POISSONERIE,2025-08-21,Klanten HTT,500.0,2025-02-06,MONS,,,1.0,HTT
2787.0,BARBA SPRL,BARBAVIN,AVENUE REINE ASTRID,27,1310.0,LA HULPE,BEL,,,,0475/73.47.03,BE0475.498.948,NEE,NEE,boekhouding,,,barbavin@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-12-23,Klanten HTT,500.0,2025-02-17,MONS,,,1.0,HTT
2788.0,UMAMI SUSHI SRL,,RUE DE PINTAMONT,32,7800.0,ATH,BEL,,,,0460/97.38.72,BE0787.289.216,NEE,NEE,boekhouding,,,umamisushiath@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-02-19,Klanten HTT,2500.0,2025-02-18,MONS,,,1.0,HTT
2791.0,L'INSOLITE-LE TAILVENT,,CHAUSSEE DE NAMUR,87,5537.0,ANHEE,BEL,,,,0455/18.08.52,BE0639.980.165,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,Lid.letailvent2024@hotmail.com,,,09 HORECA,2026-01-05,Klanten HTT,500.0,2025-02-26,MONS,,,1.0,HTT
2796.0,L'ENTRACTE,,RUE DU ONZE NOVEMBRE,1,7140.0,MORLANWELZ,BEL,,,,0493/53.02.65,BE0695.973.812,,,,,,,,,09 HORECA,2025-03-07,Klanten HTT,2500.0,2025-03-07,MONS,,,1.0,HTT
2799.0,SOLARSON SPRL,,CLOS DES GRENADIER,10,7300.0,BOUSSU,BEL,0479/47.59.57,,,0475/37.67.20,BE0670.985.919,NEE,NEE,Boekhouding,,,sophie@lesthelicesdesophie.be,,,09 HORECA,,Klanten HTT,2500.0,2025-03-12,MONS,,,1.0,HTT
2806.0,VERSAKA&CO SRL,BRASSERIE DE L'ETANG BLEU,RUE DE BINCHE,8,6540.0,LOBBE,BEL,,,,0483/42.00.74,BE1016.744.003,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2025-03-22,MONS,,,1.0,HTT
2807.0,INTER LSC BINCHE,,RUE ZEPHIRIN FONTAINE,140,7130.0,BINCHE,BEL,064/28.31.13,,,,BE1007.240.179,NEE,NEE,boekhouding,,,pdv11895@mousquetaires.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,,Klanten HTT,500.0,2025-03-24,MONS,,,1.0,HTT
2813.0,SPAPENS FRESH FOOD,,RUE TIENNE SAINT-GILLES,21,6020.0,COUILLET,BEL,071/36.05.34,,,,BE0429.984.568,JA,NEE,,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,Boekhouding,,,compta@spapens.be,,,09 HORECA,2026-01-06,Klanten HTT,2500.0,2025-04-03,MONS,,,1.0,HTT
2814.0,PIERRE POTGENS,BASTION DES 8H,RUE DU PETIT SABLON,51,6043.0,RANSART,BEL,,,,0475/23.30.48,BE1011.892.617,NEE,JA,boekhouding,,,lebastillondes8h@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-10-13,Klanten HTT,2500.0,2025-04-04,MONS,,,1.0,HTT
2818.0,SMACLOT,,CHAUSSEE DE BRAINE-LE-COMTE,83,1400.0,NIVELLES,BEL,,,,0484/88.66.77,BE1021.456.520,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,smaclot1400@gmail.com,,,09 HORECA,,Klanten HTT,2500.0,2025-04-07,MONS,,,1.0,HTT
2819.0,INTERATH SA,,CHAUSSEE DE MONS,324,7800.0,ATH,BEL,068/26.41.08,,,,BE0865.844.665,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2025-04-08,MONS,,,1.0,HTT
2820.0,MAUROY JEAN,,RUE DES ECOSSAIS,3,7050.0,JURBISE,BEL,,,,0498/52.03.14,BE1020.993.393,,,,,,,,,09 HORECA,,Klanten HTT,1000.0,2025-04-10,MONS,,,1.0,HTT
2835.0,VIA BELTRAME,,RUE DU MAZY,63,7134.0,RESSAIX,BEL,,,,0472/93.47.40,BE1003.150.145,NEE,JA,boekhouding,,,bonacorsifabio@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2025-05-20,MONS,,,1.0,HTT
2836.0,LE NEW VAN GOGH,,RUE NEUVE,91,7300.0,BOUSSU,BEL,,,,0465/97.46.03,BE1008.241.655,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,lenewvangogh@gmail.com,,,09 HORECA,2025-06-27,Klanten HTT,500.0,2025-05-23,MONS,,,1.0,HTT
2842.0,HOUDINIS SA,,PASSAGE MICHEL DEGENS,3,7110.0,HOUDENG GOEGNIES,BEL,,,,,BE0801.839.018,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,cateno.sanguine-adh@mousquetaires.com,,,07 DELHAIZE - INTERMARCHE,,Klanten HTT,2500.0,2025-05-27,MONS,,,1.0,HTT
2845.0,RANCHO SRL,,RUE EMILE WAUQUIER,59,7040.0,QUEVY,BEL,065/56.82.91,,,0477/86.62.91,BE0564.819.518,NEE,NEE,boekhouding,,,ranchoinfo@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-03,Klanten HTT,1000.0,2025-06-04,MONS,,,1.0,HTT
2856.0,BDC BRASSERIE,,RUE DE PHILIPPEVILLE,7,6120.0,HAMME-SUR-HEURE-NALINNES,BEL,071/30.24.61,,,0498/92.41.91,BE0537.610.523,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,contact@brasseriexavier.be,,,06 POISSONERIE,,Klanten HTT,2500.0,2025-06-26,MONS,,,1.0,HTT
2857.0,MMI ASBL,,GRAND CHEMIN,61,7063.0,SOIGNIES,BEL,,,,0477/26.40.10,BE0420.788.671,JA,NEE,,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,Boekhouding,,,s.dieudonne@asbl-mmi.be,,,09 HORECA,,Klanten HTT,2500.0,2025-06-27,MONS,,,1.0,HTT
2868.0,INTERMARCHE FORCHIE ,,RUE CHAUSSEE,229,6141.0,FONTAINE L'EVEQUE,BEL,,,,0461/44.91.02,BE0721.465.907,NEE,NEE,boekhouding,,,guillaumecas@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,07 DELHAIZE - INTERMARCHE,,Klanten HTT,1000.0,2025-07-16,MONS,,,1.0,HTT
2869.0,GRAINES DE PAIN,,RUE DES FRANCAIS,4,7600.0,PERUWELZ,BEL,,,,0477/78.78.17,BE0831.940.294,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,grainesdepain@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2025-07-16,MONS,,,1.0,HTT
2879.0,O BISTROT,,RUE LOUIS CATY,137,7331.0,SAINT-GHISLAIN,BEL,,,,0489/36.55.37,BE0666.828.973,NEE,JA,boekhouding,,,lionelcornu0@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-08-13,MONS,,,1.0,HTT
2881.0,COTE APPART SRL,LA MADELEINE,AVENUE DES NOUVELLES TECHNOLOGIES,41,7080.0,FRAMERIES,BEL,,,,0492/52.81.66,BE0750.602.133,NEE,JA,boekhouding,,,sg.coteappart@gmail.com,,,,,,,,,,,,
